,0
2435,"VBD PRP VBZ TO PRP$ NN IN DT WP VBP JJ IN VBG DT NN VBD VBP TO DT NN NN IN NN PRP , NNP NN VBD IN DT NN IN DT NN NN IN JJ NN NNS CC NN ."
2436,DT NNP NNP NNP NN IN NNP NNP TO VB CD NNS IN DT NN NN .
2437,NNP VBD DT NN POS NN VBD IN NN IN DT NN IN NN CC NN .
2438,"DT NN VBD PRP VBD DT NN NN NN IN NNP TO CD NN CC NN NN , NN NN IN NN , CC IN DT NN TO VB DT NN ."
2439,"NNP NNP , NN IN DT NNP NNS NN , VBD NNP IN DT NN NN PRP VBD VBN RB RB NNP , CC RB NNS NN IN DT NN NN VBD VBN VBN ."
2440,"VBP DT NN VBP RB NNP TO VB DT NN NN IN NN CC NN NNS NN VBG NNP , NNP PRP VBD , VBD IN DT NN IN NNP JJ NNPS NNP NNP NN VBD RB JJ TO DT NN NN ."
2441,"NNP NNS NNP , NNP , NNP , DT NNP , NNP , NNP CC NNP ."
2442,"DT NN VBZ DT NN CC NN NNS VBP JJ NN NN VBD IN DT JJ NN NN VBN IN NN NNS IN DT NN IN DT NN , DT NNP POS NNP NNP NN ."
2443,"CD TO VB NN , NNP NNP , NN IN DT NNP NN , VBD DT NN VBD NN IN VBG DT JJ NNP TO CD NNS TO CD JJ NNS ."
2444,CC PRP VBD DT NN POS NN NN VBD PRP VBZ TO VB IN PRP$ NNS DT JJ NN JJ IN IN VBN IN IN DT NN .
2445,RB VBP NN NN NNP NN NN .
2446,"NNP VBP VBP NN NN VBZ VBN JJ JJ NN IN DT NNP NNP NNP NNP NN CC DT NN MD VB NN IN DT JJ NN , DT NN IN DT NNP NNP IN NNP VBD IN NNP ."
2447,"NNP NNP VBD IN DT NNP NN NNPS NN RB VBP NN IN JJ NN IN NNP MD VB NN NN IN JJ NN IN NNP NN , DT NN IN NN NN ."
2448,"IN JJ NNP , NN VBD VBD NN IN NN IN NN IN DT JJ NN NNS NNP NNP , NNP VBD ."
2449,"NN IN JJ NNS TO VB JJ NNS IN DT NN IN JJ NNS VBP VBG NNP NNP , DT NN NN VBZ VBN TO NN , NNP PRP VBD ."
2450,VBP JJ NN NN VBZ RB VBN TO VB RB IN DT JJ NN CC NN MD VB TO VB NN .
2451,"NNP NNS IN IN DT NNP NN , DT NN IN JJ NN VBG CC NN MD VB TO VB NN CC NN NN IN NN ."
2452,JJ NN NN MD VB RP TO CD NN IN NN IN NN IN NNP NN .
2453,"IN NN , JJ NN MD VB JJ TO CD CD NN IN NN MD JJ NN IN CD NN ."
2454,CD NN TO VB DT NN NN VBZ TO CD JJR NN IN CD WDT DT NNP NNP NNP NNS MD VB VB NN IN RB CC DT NN NN IN NN VBD DT MD RB VB JJ IN DT NN IN NN .
2455,"VBP DT NN NN IN DT NN NNP NNP MD VB TO VB NN TO DT JJS NN RB IN DT NN TO NN NNS IN JJ NN , NNP PRP VBD ."
2456,: NNP NN VBP NN NNP NNP NNP POS NNS VBD VBG TO VB IN NN .
2457,"NNP NNP NNP NN NNS IN NNP POS NNP NNP NNP NN CC DT JJ NNS NN VBP JJ NNS IN DT NN POS NNS VBP TO VB DT NN IN JJ NNS , NN NNS VBD IN NNP ."
2458,"IN DT JJ NN IN DT NN IN NNS IN DT NNP IN NNP NNP NNP NNP NNP , NNP NN VBD CD IN NNP POS VBG JJ NNP IN NNP IN VBG IN PRP VBZ DT JJ , VBD NN IN DT NN ."
2459,"DT VBD DT RB JJ NN NN NNS IN NNP IN NNP NNP , DT NN NN NNP NN , WP -NONE- PRP VBD VBD PRP VBZ TO VB DT NN JJR TO IN CD CC CD NNS ."
2460,"CC JJ IN DT NN VBD NN POS JJ NN NNP RB , CC VBD JJR NN IN PRP$ NNS IN DT NNP NN POS NN IN DT NN , NNS VBD ."
2461,"VBD PRP VBP PRP$ NNS IN NNP NNP NNP NNP NNP NNP NNP POS NNS VBD RB WP PRP PRP VBZ IN DT NN , NNP VBD CD NN , NN NN IN NNP NNP ."
2462,"VBD IN NNP POS NN IN DT JJ NN VBD IN NNP NNS , NN VBD DT NN VBZ RB RB VB DT NNP NNS VBD DT JJR NN ."
2463,"VBD PRP VBZ DT JJ NN , RB JJR ."
2464,"IN IN NN , DT NNS VBP RB VBG TO DT JJ NN , NN PRP VBD ."
2465,"VBP PRP VBZ DT NN VBZ RB IN DT JJR NN NNS , NNP VBD NNP POS NN ."
2466,"NNP NNP , JJ NN NN IN NNP NNP IN NNP IN NNP , VBD : VBD NNS DT NN IN CD NN VBZ RB NN NN TO CD NN , CC PRP MD VB NN IN DT JJ NN , IN DT JJR NN IN CD NNS ."
2467,"VBP NN NNS VBP VBN DT JJ NN IN NN , NN IN DT NNP POS NNP NNP NNP , IN DT NN PRP VBD IN NNP IN DT NN VBD DT NN POS JJ IN CD NNS VBD DT NN IN RB ."
2468,PRP VBD VBD RB IN DT NN POS NN IN NNP POS NN VBD RB NN CC IN PRP VBD PRP VBD JJR IN DT NN VBD .
2469,NNS VBP VBN TO NN TO CD NN IN DT NN NN NN NN IN DT NN VBG DT NN .
2470,"VBP TO DT NNS IN NNP CD NNS NN , IN NN VBZ JJ IN PRP$ NN IN DT NN NN , VBD NNP NN NN POS NN ."
2471,"VBP DT JJ NN IN DT NN NN NN VBZ VBN JJ , CC PRP VBZ RB VB TO VB VBG NN DT JJ NN IN DT NN NNS , IN NN NNS VBP JJ TO NN IN JJ NNS , NN NN VBD IN DT NN IN DT NN NN NN ."
2472,"VBP DT NN IN PRP VBD IN DT NN IN NN NNS IN VBG NNS VBZ IN DT NN VBZ RB VB DT JJ NN IN DT NN , JJ CD NN , NNP VBD NNP NN , NN NN NN IN NNP NNP CC NNP NNP ."
2473,DT VBD DT NNP NN MD VB VBN VBN DT JJR NN MD VB TO VB NN IN NNP POS NN .
2474,NNP EX VBD NN IN JJ NNS MD VB JJ NNS IN DT NN VBZ RB CD NN .
2475,"DT NN VBZ RB VB DT NN POS NN TO NN TO NN IN DT NN , NNP VBD NNP NN , NN VBD IN NN NNP IN NNP ."
2476,JJ CD NNS VBP RB VBD JJ NNS POS NNS IN DT NN VBP VBN RB JJ .
2477,"VBP PRP NNP EX VBP JJ NNS IN DT NNS IN DT NN IN DT NN NN NN CC NN IN JJ NN , CC DT NNS VBP TO VB VB DT NN IN DT JJ NN , VBD DT JJ NN NN VBD NNP IN NNP ."
2478,DT NN NN VBZ JJ TO NNS IN NNP IN CD TO CD NN .
2479,NNP NNP NNP VBP CD TO NN .
2480,NNP NNP NNP VBD DT NN JJ NN IN NNP VBD TO NN IN NNP DT NN IN NNP POS NN NN IN NNP NNP IN CD NNS .
2481,"DT NN VBD NNP NN NN , NN IN DT NNP NNP NNP NNP NNP NNP , IN NN IN NN IN WDT NNP VBZ RB IN NNP ."
2482,"NNP , DT NN JJ NN NNP NNP , VBZ DT NN NN NN WDT -NONE- CD VBP DT NN NN IN NNP NNP TO NNP IN NN NN NNP IN JJ NNP ."
2483,NNP VBD DT JJ NNS IN DT NN VBD IN NNP CD IN NN NNS MD VB DT NNS CC NN VB DT NN NN IN DT NN NN .
2484,PRP VBD NNP VBD NN IN NNP NNP POS NN NN TO VB DT JJ NN .
2485,"DT NNS IN NN VBD : VBP DT JJ CD , VBG NN IN NNP POS NN , NNP NNP NNP VBD DT NN IN NN NN IN NN , VBD DT VBN NN , VBG CC VBG TO NN NN NN IN NNP NNP CC NNP CD NNS IN JJ NNS ."
2486,"RB IN NNP POS NNP NNP , DT NN JJ NN VBZ DT JJ JJ NN NNP NNS IN CD IN NNP ."
2487,"DT NN VBZ VBN VBN IN DT NN IN DT NNS , DT NNS IN DT NN NN IN DT NN NN IN NNP NNP ."
2488,NNP CC NNP VBP RB VBN NN NNS IN DT NN : DT NNS NN NN NN : WDT DT NN NNS NN IN JJ NNS .
2489,NNP VBZ VBD DT NNP NNP MD VB DT NN NNS IN PRP$ NNS IN DT NNP NN IN DT NN IN NN .
2490,CC CD JJ NNS VBP VBD IN MD VB IN IN DT NN CC NN NNS VBP DT NN IN VBG JJ NN IN NN .
2491,"JJ NN NNP NNP NNP NN , CD NN NN DT JJ NNP NN NN , VBD JJR DT NN NN VBD VBN DT NN NN IN NN PRP$ CD IN DT CD NNS ."
2492,"NNP , WP VBD VBN IN NNP IN NNP NNP NN NNP NN , VBD EX MD RB VB JJ NNS IN NNP NN IN PRP MD VB DT NN IN DT NN CC PRP$ NN ."
2493,"VBP DT NNP JJ NN RB VBD TO NN IN NN IN NN NN NN , JJ NN IN DT NNP NN IN DT NN , DT JJ NN NNP NNP NNP NNP ."
2494,"NNP , WP$ NN VBD JJ IN NN POS , VBD VBN IN NN VBP DT NN NN , JJ NN TO NNP CC VBD JJ NNS IN NNP NN ."
2495,NNP NNP NNP NNP VBD VBD NNS NN JJ IN $ NN : NN .
2496,"NNP NNP NN VBD JJ IN DT NNP NN NNP , NNP VBD ."
2497,NNP NN CC NN VBD $ NN IN NN JJR .
2498,VBP IN JJ NN .
2499,NNS VBD IN NNP NN NN NN CC CD CD : VBG JJ NN IN CD NN .
2500,NN : DT NNS NNS VBD IN JJ NN VBD DT NN IN DT JJ NN NN .
2501,NNP NNP : NN CC NN NNS NN NN NN .
2502,NNP NNP : NN CC NN NNS NN NN NN .
2503,NNP : NNP NN IN : NN NN RB : NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NN JJ NNS CC NNP NN : CD CD .
2504,RB JJ NN NN IN NNP NN : CD NNS NNP NNP NNP NNP NNP NNP CD CD NNP NN NN IN NNP NNP NNP CD CD NNP NN IN NNP NNP VBD CD NNS NNP NNP NNP NNP NNP NNP VBD -NONE- NN NN TO NN NNP NNP NNP NNP VBD VBD JJ NN JJ NN NN NNP NNP NN CD CD JJ NN JJ NNP NNP NNP NNP NNP NNP CD CD NN TO NN NNP NNP NN CD NN TO CD NN NNP NNP NNP NN CD NN CD NN : CD NN NNP NNP NNP TO NNP CD CD CD NN VBP JJ TO NNP NNP NNP MD RB VB JJ TO NN .
2505,"JJ NN VBD NN CC NN NN CC NNP NNP NNS NNP NNP NNP NNP NNP , NNP ."
2506,", $ CD NN ."
2507,"NNP IN NNP , NNP NNP : $ CD JJ NN NNS NNP POS : NN NN NN NNP : CD NNP NNP NN NN : NN NN VBD NN NN NN NN CD CD CD NN NN NN NN NN NN NN NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN : NNP NNP NNP NNP CC NNP NN NNP NNS VBD NNP VBG NNP NNP NNP NNPS NNP : NNP : NNP NNP NN , VBD CD CD NNS JJ , JJ NN NN IN CD ."
2508,"NNP , NNP VBD CD NNS IN PRP VBD CC RB DT NN NNS NN NN PRP VBD IN CD , NNP NNP NNP ."
2509,", RB , VBD VBN TO NN IN NNP POS NNP NNP NNP ."
2510,"IN NNP NNP , DT JJ JJ NN WP VBZ DT NNP POS NN , NN IN , NN VBD VBN JJ IN CD NN NNP NNP NN NN NN IN DT NN IN NNP NNP ."
2511,"RB IN NN , NN VBD DT JJ NN IN DT NN NN VBD DT NN WDT -NONE- CD NN IN NN IN PRP$ NN , VBD NNP IN NNP NNP NNP NNP , WP VBD VBN IN DT NN ."
2512,"VBP PRP VBP IN IN EX VBZ DT NN CC NN CC PRP VBP NNS IN DT NN NN VBZ DT NN IN NN , NN PRP VBD NN IN CD ."
2513,"NN NNS VBD PRP VBD DT NN IN NN POS NN NN , CC PRP VBD IN , IN CD CD , CD , PRP VBD VBN IN DT JJ NN , NNP NN NN , VBD VBD TO PRP$ NN NN , WDT VBZ RB DT NN IN DT NN TO NN ."
2514,NN VBZ DT NN NN TO VB IN NNP POS NNP NN IN DT NNP NNP NNP VBD PRP IN CD CC VBD DT NN NN .
2515,"NN NNS VBD CD VBD DT JJ NN IN DT JJ NN CC VBD RB VB DT NN , NN NN CC JJ NN VBD PRP ."
2516,"PRP VBD NNP IN NN NNS CC PRP$ NN NN , NNP VBD ."
2517,NNP VBD VBN TO VB NNP CC VBD PRP$ NN RB NN IN DT NNP NNP NNP .
2518,"IN NNP , DT NNP NNP NNP NN IN NNS IN NNP VBD PRP$ NN IN JJ NN ."
2519,"IN NNP CD , NN CC VBD NNP NNP NNS IN DT NN IN NNP NNP POS NN IN DT NN TO VB PRP , NNS VBD ."
2520,NNP NN VBD VBN TO DT JJ NN WRB PRP VBD VBN IN DT NN NN .
2521,VBD RB VBD CD NN IN RB VBP IN DT NN VBD TO VB RB .
2522,NN VBZ VBG DT NN NN .
2523,NNP NNP NNP NN NNP NNP : CD CD .
2524,NNP NNP NNP NN CD NN NN NN NN NNP NNP $ CD CD CD CD NN .
2525,": NNP NNP NNS VBP NN JJ NN NN NN NN NN VBD NNS NN NNP , DT NN ."
2526,"NNP NNP NNP NNP NN CC CD RB NNS , VBN IN NNP POS NN , NNP VBD ."
2527,NN JJ .
2528,NN CC NN NN NN .
2529,JJ JJ .
2530,NNP : NN CC NN NN DT NNS .
2531,NNP : NN CC NN NN DT NNS .
2532,VBP NN NN NN RB NN VBN NN NN : CD NN CC CD RB NNS .
2533,NNP : NN CC NN NN DT NNS .
2534,NNP : NN NN RB NN NN TO CD NN NNS NN NN DT NNS .
2535,NN : CD NN CC NN CD NN NNS NN NN DT NNS NN NNS NN NN DT NNS .
2536,NNP : NN CC NN NN DT NNS .
2537,"NNP : NNP NN RB : CD NN RB NNP CD CD TO NN : NNP NN RB CD CD NN RB NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP CD , CD CD NNS ."
2538,"NNP , NN ."
2539,"VBD DT NN VBD DT NNS IN NNP NN TO CD NN IN NN IN NN NNS CC VBD CD $ CD TO NN IN NNP NNP NN , NNS VBD NNP ."
2540,"IN CD NNP NN , NNS , TO DT JJ NN NN IN NNP , NNP NNP NNP NNP NNP NNP NNP VBD PRP VBD VBN DT NN IN NN ."
2541,NNP NNP PRP VBP NN .
2542,"PRP VBP NNP , NNP NN VBD IN DT JJ , VBD NN JJ NN NN IN JJR IN $ CD TO DT NN NN WP VBD VBN PRP ."
2543,"NNP , WP VBD RB IN NN IN NNP NNP NN , VBD IN PRP VBD VBG TO NN NNS IN PRP$ NN CC NNS ."
2544,CC DT NN VBD IN NNS VBD JJ IN DT NN VBD TO VB IN NN NNS WRB PRP VBD JJ IN DT JJ NN .
2545,CD NN VBD NN VBD TO VB PRP$ $ NN IN NN JJ NN .
2546,RB JJ NN VBZ NNS .
2547,"NNP , NNP CD NN NNP NN NNS IN DT NN VBG NNP CD IN NNP POS NN ."
2548,": JJ NN NNP JJ VBZ NNS VBP VBP NN NN IN NNP NN NN TO NN NN IN NN NN NN NN NN NN NN NN NN NN NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN CD CD CD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NN NN CD JJ NNP NN NN NN CD CD JJ NN NN NN CD NN IN CD CD CD CD IN NN NN NN NN NN NN NN NN NN NN NN NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN CD NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP CD CD NN NNP NNP NNP NN NN CD NN NNP NNP NNP NNP NNP CD NN NNP NNP NNP NNP NN NN IN NN , NNP NNP VBD DT VBG NNS TO DT NNP IN NNP CC NNP CD , IN NN : NN NN NN CD NN NNS NN NN NN CD CD NN IN NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN RB JJR IN CD NN ."
2549,"NNP NNP NNP NNP NNP NNP NNP NNS NNP RB JJR NNP , JJ JJ IN NN CD CC NN RB JJR NNS IN DT NNP NNP NNP POS JJ CD TO CD CD NN , NNS VBD ."
2550,NNP VBD CD NNS JJR IN $ CD CD CD NNS CD NNS IN NN TO DT JJ IN $ CD .
2551,VBD VBD RB CD NNS IN $ CD .
2552,JJS NNS RB VBD RB .
2553,VBP JJ NNS VBP VBN NN .
2554,"RB DT JJ JJ NN VBZ VBG IN NN NN IN JJR IN NN IN DT NNP , NNP CD NNS NN VBD ."
2555,"IN PRP$ NN , DT NN VBD PRP VBZ RB NN NN IN DT JJR NNS NNS VBP IN NNP CD IN NNP CD ."
2556,"IN JJR NN TO DT NN IN JJ JJ NN , NNS VBD NN IN NNP VBD IN $ CD , RB $ CD ."
2557,"DT JJ NN VBD VBN IN $ CD CC $ NNS , DT JJ NN IN NNP CD ."
2558,NN VBD VBN IN DT JJ NN NNP IN $ CD .
2559,"IN DT NN NN , NNP NNP NNS VBD IN $ CD RB IN NN NN ."
2560,"NN NNS VBD RB JJR IN DT $ CD NNP NNP NNP NNP NNP VBD IN DT $ CD , RB RB CD NNS ."
2561,"NNP VBD DT VBN VBN NN NNS VBD , IN IN NNP POS NN NN IN NN ."
2562,"NNP NNP NNP VBD NN , IN NNP VBD IN $ CD , IN CD NNS IN NNP ."
2563,"JJ NNS IN DT NN IN DT NN NN NN VBD RB RB IN CD NNS IN DT JJ NN IN NN , CC $ NN IN NN NN , JJ IN NN NN NN IN JJ NNP ."
2564,"NNP NNP NNP , RB NNP , VBD CD NNS JJR IN $ CD ."
2565,"IN NN IN NNS , VBD NN NNS IN DT NN VBD JJR IN CD NNS TO DT NNP : $ NN IN DT NN , NNP VBD CD NNS JJR IN $ CD IN CD TO DT JJ IN $ NN JJR IN DT NN ."
2566,"NNP VBD RB CD NNS IN DT NN , IN JJ NNS VBD RB TO CD NNS JJR ."
2567,DT NNP NN NNP NN NNS IN CD NNS TO CD NNS NNP VBP NN NN .
2568,JJ NNS IN NN IN DT NN VBD JJR IN CD NNS TO DT NN $ NN IN NN NN VBD IN DT NN .
2569,": NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNS NN NN IN NN NN ."
2570,NNP NNP NNP NNP NN NNS VBD VBN VBN -NONE- IN DT NNP NNP NNP NNP NNP NN .
2571,DT NNS VBN VBP DT NNS NNP .
2572,": CD NNS JJ NN NNS NN IN DT JJ JJ NN IN NN , VBN IN CD NN ."
2573,"NNP CD NN , NN IN NNP CD , JJR NNP NN CD NNS JJR IN CD NN , DT NN ."
2574,"CD NNS , NN IN NNP NNP , NNP , VBD CD NNS JJR IN NNP NN , NN IN CD NN ."
2575,": CD NNS , JJ JJ , NNP NN NN CC NNP NNP NN IN CD NN , VBN IN CD NN , DT NN ."
2576,": CD NNS , CD DT NN NN , NNS , VBD IN CD NN IN NN , DT NN CC NN ."
2577,": CD NNS , CD DT NN NN , NN VBD IN DT JJ JJ NN , NN IN CD NN VBD NN CD DT NN NN ."
2578,: NNP NNP NNP NNP NNP NN NN NN NN NNS CC NNS .
2579,"NNP VBD NN CC NN NNS CC NNS , IN JJ , IN NN NN IN DT JJ NN NN , VBG TO DT NNP NNP IN NNP : NNS NNS NN NNP -NONE- -NONE- NNP NNP NN -NONE- NNP VBP -NONE- NN NNP VBD -NONE- NNP NNP NNP VBP NNP NNP NNP NNP NNP -NONE- -NONE- NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN VBD TO VB JJR NN NN IN CD NN ."
2580,"NNP NNP NNP NNP VBD TO VB JJR NN NN IN PRP$ JJ NN CC MD VB CD NNP CD , DT NNP NNP VBD NNP ."
2581,"DT NN VBD RB CD NNP , NNP NN VBD JJ NN , CD IN NNP CC CD IN PRP VBD -NONE- IN NNP , IN PRP VBD JJ JJ NNS NN IN DT NN ."
2582,NNP NNP NN NNP NNP VBD VBD NN NNS TO VB JJ NN NN NN IN PRP$ JJ NN .
2583,"CC WRB VBD WRB NN DT MD VB , PRP VBD CD , VBG , NNP NN , NN ."
2584,"RB VBP PRP VBD DT NN CC JJ NN IN NNS , DT NN VBD ."
2585,NNP NN NN TO CD NNS .
2586,"NNP , NN ."
2587,NNP NNP NNP NNP NNP VBD VBD PRP VBZ VBN TO CD NNP NNP NNP CC JJ NN CC IN NNP IN IN $ CD CD IN NN CC NN .
2588,"DT CD NNS TO VB VBN VBP IN $ CD CD IN JJ NN IN DT NN , NN CC NN CC NN IN VBN NN NNS ."
2589,DT NN VBZ VBN TO VB IN DT NN IN DT NN JJ TO JJ NN CC JJ NN NN NNS .
2590,"VBP DT IN NNP NNP NN , VBZ NNP NN ."
2591,"NNP VBD IN JJ IN CD CD CD NN VBP NNS IN DT NNP VBZ DT NN CC DT IN PRP VBP VBN IN NNS , DT NN VBN JJ NN NNS IN NNP ."
2592,"DT NN NN IN DT NNP NNS NNS IN IN CD CC CD CD NN VBP VBN IN NN DT NN , JJR IN DT IN WDT VBP VBN IN NNS ."
2593,"NNP JJS NN MD VB NN IN NN NNS WRB TO VB DT NN , NNP NNP NN IN DT NN NN NN IN NNP , NNP , VBD DT JJ NN IN DT NNP NNP NNP NNP ."
2594,NNP NNP POS RB VB PRP$ NNS VBG IN PRP CC NN IN PRP .
2595,NN CC NNS VBP RB VB TO VB DT NN .
2596,"VB POS NN PRP$ NN , NN PRP VBD ."
2597,NNP VBD CD NN IN VBD NNP VBD VBN IN DT NN CC CD NN VBD VBN IN NNS .
2598,PRP RB VBD IN JJ CD NN IN NNP VBD VBD IN JJ NN VBD RB VBN .
2599,"NNP NNP , NN IN DT NNP NNP NNP NNP , VBD NNP IN NNP VBD VBN JJR TO CD IN CD CC DT NN NN IN VBD RB VBN NN VBD CD NNS JJR JJ TO NN IN DT NN NN ."
2600,"DT CD NN NN IN DT JJS NN VBD NNP NNP , NNP , NNP NN , NNP NN CC NN ."
2601,VBD DT NNS IN NN NN IN JJ NN VBP RBR TO VB IN CD NNS VBD IN NNS WP VBP TO VB NN CD .
2602,"RB RB IN NN , CD NNS IN DT NN NN NN VBD DT NN ."
2603,"NN , NN VBP IN DT NN IN , NNP NN VBD ."
2604,"IN VBD IN DT NN NN , NNS MD VB NNS TO NNS RB IN NN NN NN DT NN , NN IN , CC VBD RB IN DT NN VBZ RB ."
2605,RB RB RB NN NNS NN RB RB NN .
2606,"NNP NNP NNP NN CC NN VBD RB VBN , VBN IN NNP POS NN , NNP VBD ."
2607,VBD NNS IN CD NN .
2608,NN TO NN : NN .
2609,NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNS NNP : CD .
2610,NNP NNP NN NN CC NN VBD RB IN NNP .
2611,NN NNS .
2612,NN NN NN .
2613,NNP NNP NNP VB JJ NN NN JJ NN VBD VBD DT NN TO NN NN NN NN NN NN CD NN NN NN NN NN VBD DT NN NN NN RB RB NNS .
2614,"VBP NN NN : JJ NN CC NN NNS , RB NN NN : NNP JJ NN ."
2615,"VBP NN NN : JJ NN CC NN NNS , NNP NN NN ."
2616,NNP CD NN VBD TO NN IN JJ NN NN .
2617,NNP NNP NNP NNS NN CD NN NNS VBP JJ TO VBN NNS IN DT NN IN NNP NN IN NNP RB WDT VBP NN VBZ RB RB NN PRP$ NN IN NN .
2618,"DT NNS , VBG TO NNS , VBP : NNP NN IN NN , DT NN NN IN NN : NNP NN NN IN NN , DT JJ NN JJ NN IN NNP : NNP NN IN DT NNP NN , PRP$ JJ NNP CC DT NNP JJ NN NN IN CD : CC NNP NN IN NNP , DT NN IN DT NN IN DT NNP NN ."
2619,"NN IN DT NNP NN IN NNP , DT NN NN , NN CC CD VBP VBN DT NN IN NNP NNP NN NNP NN IN NNP TO NN IN DT NN IN NN , DT NN VBD ."
2620,PRP VBD RB JJ IN JJ NNS MD VB RB .
2621,"NNP VBD NNP NNP NNP IN NNP , DT NN JJ NN NN IN CD , VBD CD NN PRP$ JJ NN IN VBG VBN IN PRP$ NN ."
2622,NN IN NNP VBD DT NN IN JJ NN TO VB PRP$ NN IN VBG PRP VBD VBG RB PRP$ NN CC VBD RB VB NN IN DT NN .
2623,PRP$ NNS VBD DT NN PRP VBD DT NN IN NN DT NN VBD DT NN .
2624,DT NNP VBZ IN NNP NNS VB PRP$ NN IN NN IN DT JJ CD NN NN NNS VBD PRP .
2625,"DT NN IN DT NN NNS VBZ IN DT NN MD VB VB IN NNS JJ NN , DT NN WDT MD VB VB IN DT NN CC NN IN DT JJ NN IN NNS IN DT NNP ."
2626,DT NNP NN VBZ TO NN IN DT JJ NN CC RB VBP DT NN IN DT NN JJ NN IN NNP CD WRB NNP POS NN JJ .
2627,"NNP NNP POS NNS JJ NN NNS , CD CD ."
2628,NNP NNP NNP NNS VBD IN NNP PRP VBD VBN CD NNS CC RB JJR IN CD NN NNS IN NN IN DT NN IN DT NN NN IN NNP POS NNP .
2629,"NNP NNS RB NN NNS CC JJ NN IN NNS IN NN IN DT NN NN IN NNP NN , DT JJ NN IN NNP NNP NNP NN ."
2630,"NNS RB VBP RB NN NN CD NN NN IN NN , NNP CC NNP NNP NN ."
2631,"DT NN , WDT -NONE- JJ NN NNS , NN IN DT NN NN IN NNP POS NNP ."
2632,NNP NNP POS NNP NNP NN NN .
2633,"NNP NNP NNP NN , DT NN IN NNP POS NNP NNP NNP NN , VBD IN NNP PRP VBD VBN DT NN NNP NNP VBD DT NN NN PRP VBD IN NN NNS JJ NN ."
2634,"VBP PRP VBP VBN RB , NN PRP VBD DT NN NN RB IN DT NN NN NN , WP VBD VBG NNS IN DT NN , VBD DT NN VBD VBN CD ."
2635,NNP PRP VBD RB VB TO VB PRP CC PRP VBD RB VB TO VB PRP .
2636,"NNP NNP NNP NNP NNP NN PRP VBD VBD NNS TO DT JJ NNS IN NNP NN , DT POS NN IN DT NN IN NNP NNP JJR NNP NNP , CC VBD VBN PRP$ NNS ."
2637,"NNP , CD , VBD IN DT NNP NN NN IN WP PRP VBD VBD RB JJ NNS ."
2638,"DT NN NN , WP VBZ RB DT NN IN NN NN NN NN , VBD VBN DT NNS IN NN JJ JJ NN ."
2639,"NNP , WP VBP IN DT NNP , VBD NNP VBD NN JJ NN IN VBG DT POS NN NN IN PRP VBD VBG VBG DT NN JJ NN NN NN NN NN IN DT IN DT NN POS NNP NNP CD CD ."
2640,NNP NNP NNP IN NN RB CD JJ .
2641,"NNP , NNP VBD DT NNP NNP NN VBD TO NNS IN DT JJ NN IN NNP RB VBD RP IN NNS WRB DT NN NN NN VBD PRP VBD DT NN IN NN ."
2642,"DT NN , VBZ PRP$ NN IN DT JJ NN IN NNP IN DT NN WRB NNP NNS NNP NN JJ NN IN NNP NN , NNS NNS RB IN PRP VBD NN ."
2643,NNP NNP NNP NNP NNP NN NN .
2644,"RB VBD DT JJ VBZ NNP NNP NNP NNP VBZ VBN PRP$ NN IN NNP POS JJ NN , CC PRP MD VB DT NN RB IN NNP ."
2645,"IN NNP , DT JJ NN IN DT NNP MD VB PRP$ NN IN DT JJ NN ."
2646,": NNP NN NNP NNP NNP NN , NNP VBD IN NN NN NN ."
2647,"NNP VBP DT NNP NNP CC NNP VBP VBN NN IN DT JJ JJ NN NN NN , DT NNP NNP VBD IN NNP ."
2648,"DT NN VBD VBN TO NNS IN JJ NN IN NNS IN NN CC NN NNS VBD IN NNP CD , CD , VBG PRP VBP NNS NN IN DT JJ NNP NN IN DT NNP CC NNP ."
2649,DT NNS VBD VBN IN VBG DT JJ NN IN JJ TO VB DT JJ NN NN .
2650,"VBP DT NN CC NNP VBP RB VBN DT JJ NN NN NNS VBN TO DT JJ NN NN IN DT CD NN , VBD DT NNP VBD IN DT NN ."
2651,"IN DT NN , NNP MD VB DT NN NN NN IN NN , VBD DT NN NN NNP CC NN NNP NNS IN NNS IN NNP CD , CD ."
2652,"DT NN VBZ DT JJ NN CC NN IN JJ NN NN , WDT MD VB VBN TO NN JJ NN TO DT NNS ."
2653,DT NN CC NNP MD VB DT NN IN CD NNS .
2654,NNP NNP NN RB VBP NN TO VB .
