,0
372,"NNP NNP NNP NNP NN NNS . NNP NNP NNP NNP IN DT JJ NNP NNP NNP VBD IN DT NN IN DT NNP , NNS IN JJ NNS VBD DT JJ NNP IN NNP IN NNP VBN NNS IN DT NNP NN . CC NNS IN DT NNP NNP NN TO NNP NN NNS IN CD NNS VBD DT NNS CC NN MD RB RB VB VBG TO VB DT NNP . IN CD NNS IN NN NNP IN NNS , DT CD VBD IN NNS JJ CC JJ VBD IN TO DT NNP IN IN DT NNP NN IN DT JJ NNP . NNP NNP NNP DT NN IN DT NN IN NNP NNP NNP CC NNP NNP , DT NNS IN NNP CC NNS IN NNP CC NNP IN NNP . NNP IN PRP VBZ IN IN DT , PRP MD RB VB JJ NN TO VB PDT DT NNS , NNP DT NNP NNP NNP VBD . NNP PRP VBD PRP MD VB NN NNP JJ NN . NNP NNP IN NNP NNPS TO VB PRP VBP DT NN IN NNP CD VBD TO DT NN IN NNS IN JJ NNS CC NNS WP VBP DT NN MD VB JJ NN TO NNP NN IN NNP NNS TO NN NNS . NNP PRP VBZ RB JJ TO VB NNP IN NN NNS . PRP VBZ NNP NN . PRP MD VB VB NNS CC NN NNS . CC IN DT NNP , DT NN IN NN MD VB VBN CC JJ TO NNP , NNP VBD NNP NNP , DT NN NN VBG DT JJ NN NN IN NN . NNP NN IN DT NNP VBP JJ TO VB . DT NNS VBP RB VB WP PRP VBP VBG . -NONE- IN NN VBP VBG IN NNS CC DT NN IN DT JJ NN NN : DT VBG NN IN DT NN IN NNP , NNP , NNP , NN CC NNP . NNS IN DT CD NNP VBP PRP VBP RB DT NN IN VBG JJ NN NNS , VBD IN DT NNP NNP NNP . CC DT NN IN NNS IN DT NN NN TO NN , JJ CC JJ NNS VBP DT NNP MD VB NNP NNS TO NNP CC NNP NNS . DT JJ NN IN DT NN NNP VBD JJ NNS WP VBD RB VBP DT NNP . NNP POS NN NN NN , NNP NNP , VBD NNP IN PRP VBD RB VBN IN NNP NNP CC VBD RB JJ IN DT NNS IN DT NNP NN . NNP PRP VBP RB VB NN IN NNP IN NNP , NNP PRP VBD . NNP NNP , NN JJ NN IN NNP POS NNP NNP , VBD NNP VBD RB TO VB DT NN IN NN IN NNP . PRP RB VBD RB VBN DT NN . NNP PRP VBP RB VBN PRP CC WRB MD PRP VB EX VBP NN IN JJ NNS IN DT NN PRP VBP RB VBN DT , NNP PRP VBD . DT NN TO DT NN NNP VBG NNP NNS VBN DT NNP JJ NN VBZ RB IN PRP$ NNP . NNP NNP VBZ DT JJ NN NN IN NNP NNPS CC PRP VBP VBP IN DT NN NNP , NNP VBD NNP NNP , NNP IN DT NNP NNP NNP IN NNP , DT NNP NN IN NNP NN NNS NNP DT NNP . NNP CC EX VBP DT NN IN NNS RB . NNS RB VBP RB VB VB NN . IN PRP VBP RB VB NN , PRP VBP DT NNP . VBZ IN DT NNP , DT JJS NN VBD TO CD NN -NONE- WRB PRP VBD . PRP$ NN VBD VBN IN JJ , JJ IN DT NNS WP NNP NNP NNP . CC DT NNP , DT JJ NN NN WRB NN IN NNP TO NN MD VB NNP CC RB IN DT NNP IN DT NN NN , VBZ VBN RP DT NNP . NN NNS VBD DT NNP NNS MD VB PRP JJ IN NN NN IN DT NN CC NNP PRP TO NNP VBN . NNP EX VBP CD CD NNP NNP IN DT NNP NNP , NNP VBD NNP NNP IN DT NNP NNP NNP NNP . NNP WRB MD PRP NN PRP DT . NNP"
373,"NNP NNP NNP NNP NNP CC NNP IN NNP . NNP NNP NNP VBD IN NNP PRP VBD NNP NNP NNP NNP NNP CC NNP IN NNP WRB PRP VBD VBN IN NN IN NN IN NN NNS CC NNP NNP IN . DT NNP NNP VBD DT CD NNP CC CD NNP VBD DT JJ NN IN DT NNP NNP NNP IN NNP NNP TO DT NNP NN VBZ WRB PRP VBD VBG VBN IN IN DT JJ NN . DT NN VBD VBN IN PRP$ NNP IN DT NN IN DT NN TO DT NN NN TO VB DT NNP , DT NNP NN VBD . DT NNP VBD DT NNP NNP IN CD NNP , CD NNP CC CD NNP , CC CD NNP , CD IN NNP , CD IN NNP CC CD IN NNP ."
374,"NNP JJ NNP NNP NNP VBD NNP NN . NNP NNP NNP NNP NNP , DT JJ NN TO VB IN DT NNP IN DT NN NN , VBD DT JJ NN IN TO VB DT NN NN , DT NNP NNP VBD IN NNP . NNP -NONE- IN PRP$ NNS IN NNP NN , CD NNS IN DT NNP . DT NNP JJ NN CC DT NN IN NNP NNP VBD NNP IN DT NNP IN -NONE- CD NNS IN DT NNP NNPS . DT NNP NN VBD NNP , DT NNP IN DT NNP NNP NNP , VBD VBN JJ TO VB PRP$ NN IN NNP CC VBD TO VB DT NN . NNP VBP VBN DT NN NNP DT NNP IN NNP NNP CD WP -NONE- DT NN IN NNP JJ NN WDT VBD CD NNS CC VBZ JJR IN NNP ."
375,"NNP NNP NNP NNP NNP TO VB RP . NNP , NNP NNP NNP NNP NNP NNP NNP NNP DT JJ NN IN DT NNP NNP NNP IN NNP CC NNP TO PRP$ NNS TO VB PRP$ NN IN DT NNP NN . VBP DT NN IN NN NN IN NNP , WRB DT NN VBZ VBN RP PRP$ JJ NNP NN IN DT NNP NNP , NNP VBD DT JJ NN TO WP PRP VBD -NONE- VBN NNS IN DT NNP NNP TO VB RB IN JJ NN . NNP PRP VBZ DT NNP , DT NN , DT NN . -NONE- POS NNP NNP , NNP NNP , DT NNP PRP , VBD . NNP NN -NONE- TO VB , TO VB DT NN IN JJ JJ NNP , IN DT NNP WDT MD VB JJ NNP TO PRP$ NN . CC VBD RB IN DT NN PRP VBP VBG RB , NNP PRP VBD . NNP VBD IN NNP TO VB DT NN VBN DT VBN EX IN NNP NNP IN NNP CC NNP IN DT NN IN NNP WP VBD NNP IN NNP NNP . PRP VBD NNP CC NNP IN IN DT JJ NN IN NNP NNS WRB PRP VBZ IN DT NN NN IN NNP NNP . NNP VBD DT NNS VBD VBN IN JJ NNP WP NNP NNP NNP IN DT JJ NN , NNP CC NNP CC NNP NNP NNP NNP NNP . DT NNP VBD JJR IN CD NN IN NNS IN DT JJ JJ NN IN NNP IN DT NN NN CC PRP$ NN NNP NNP JJ CD TO DT NN NN . DT NNP NNP NN NNP NNP IN DT NNP NNP IN NNP , NNP IN DT NN IN NNP IN DT NNP NNP NNP IN NNP NNP , NNP CD ."
376,"NNP NNP POS NNP NNP NNP VBD NN . NNP VBZ DT JJ NN NN NNP NNP NNP NNP NNP VBG RB JJ NNS WRB PRP VBZ RB DT NNP NNS JJ NNP . DT NN IN CD NNS POS NNP VBD NNP NN IN NNP CD NNP VBN TO CD CD IN DT JJ CD NNS IN NNP . PRP VBD IN DT NN POS NNP TO JJ JJ NNS VBD IN DT NN POS JJ NN IN NNP , IN WDT PRP VBZ VBN CD NN IN RB . : NNP NNP NNP , NNP NNP NNP NNP"
377,"NNP NNP NNP NNP CD NNP DT NN . NNP NNP NNP VBD VBD CD NNP NNP IN NNP NNP NNP IN NNP , NNP NNP NNS VBD IN NNP . IN DT NN VBD IN DT NN NNP NN NNP NNP , DT NN NNS VBD DT CD VBD VBN VBN IN NNP DT NN IN NNP NNP ."
378,"NNP NNP NNP NNP JJ NNS NN , CD NNP . NNP NNP NNP NNP CD NNS NNP NNP CC VBD CD NNS IN DT NN IN NNP NNP PRP TO DT NNP IN NNP VBN IN PRP$ NNP , NNP NNP VBD IN NNP . NNS VBD NNS IN NNP IN NNP IN DT NNP NN IN NNS IN NNS IN NNP NNS , DT JJ NN POS NN NN IN DT NN NN IN NNP VBD . PRP VBD DT NNP NNP NN VBD DT NNP NNP CD NNP NNP CD NNP NNP IN NNP IN DT NNP IN NNP . DT NNP NNP NNP WP VBD DT NNP NNP NN WRB PRP VBD TO VB RP DT NNP IN DT NN NNP NN . DT NNP VBD JJ NN IN NNP . PRP CC DT NNP NN NNP VBZ IN CD TO NNP IN WRB PRP VBD VBN TO NNP , NNP CC VBP IN NNS , DT NN VBD . PRP VBD CD NNS VBD VBN IN NNP CC CD NNS IN JJ JJ NNS IN DT NN VBD RB DT NN . NNP $ NNP NNP NNP NNP"
379,"NNP NNP NNS NNP DT NNP NNP . NNP , NNP CD CD NNP NN NNS VBD RP DT NN WDT VBD VBD DT NN POS NN VBD , VBG DT NN IN NNP CD TO VB DT NN NN NN ."
380,"NNP NNP NNP NN NNS NNP . NNP NNP JJ JJ JJ NN NNS IN IN DT NNP NNP NNP CD NNS IN NNP VBN IN NNP CD IN DT JJ NN , DT NNP NNP NNP VBD . NNS IN CD CD NNS IN NNP VBD IN IN CD CD IN NNP CD CC IN IN NNP NNS IN NNP NNP . NNP NNP NNP NNS IN NNP IN NNP IN NNP , NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP VBD IN CD NN IN NNP NNP NNP NNP NNP . : NNP CD NNP"
381,"NNP NNP NNP VBZ TO CD NN . NNP , NNP NNP NNP NNP NNP , DT NN POS JJS NNP , VBD IN NNP PRP VBD TO VB PRP$ NNS TO DT JJR NN NN IN NNP CD IN DT JJS . DT NN , VBN IN NNP NNP , NNS TO VB NN IN DT NN IN PRP$ NNS POS NN NN . DT NN VBD DT NN MD RB VB NNP IN NNP . DT VBN NNP NN VBZ MD VB DT NN NN IN NNP NNP POS NNS TO CD NNS IN CD , VBG PRP$ NN TO VB TO IN CD NN IN DT NN NN . NNP NNP POS CD NNS , NN IN DT NNP NNP NN , VBD VBG IN NNP NNS IN NNP . : NNP NN , NNP NNP NNP"
382,"NNP NNP RB NNP NNS IN NNP NNP NN . NNP NNP NNP NNP NNP NNS IN NNP NNP NNP IN NNP NN NNS TO NNP NNS IN DT NNS VBD RB JJ IN PDT DT NNP NNP , DT NNP NNP VBD IN NNP . NNP DT NN IN DT NNS NN VBD TO VB VBN IN DT NNS VBD TO VB VBN IN DT NN NN CC DT NNP MD VB IN JJ NN POS NN , NNP DT NNP VBD . JJ NNP NNS VBP JJ TO VB JJ NN NN NNS JJ TO DT VBN TO NN NNS IN IN NNS IN NN NNS . : NNP NN IN CD NNP NNP"
383,"NNP NNP NNP NNP NNP NNP . NNP NNP DT NN VBD VBN IN NNP NNS IN NNP IN NNP , IN NNP NNS IN NNP . EX VBD DT JJ NN ."
384,"NNP NNP NNP NNP VBD NNS RP CD NN IN NN . NNP NNP DT NNP NNP NNP VBD PRP$ NNP NNP NNP NNS VBD CD CD IN DT NN TO NNP CD VBN IN DT JJ NN DT NN JJR . IN DT CD NNS TO NNP CD , NNS VBD RP NNP NN NN . JJ NNS , VBG DT JJ NN NN , VBD JJ NN IN DT NN CC VBD RP JJ NN IN DT NNP NN . : NNP NNP , NNP NNP CD NNP NNP NNP"
385,NNP NNP IN NNP IN NNP IN NNP NNP . NNP NNP NNP NNP NNP VBD VBN IN $ NNP IN NNP IN NNP IN VBN IN IN NNP NNP . PRP VBD DT JJ IN $ NNP CC DT JJ IN $ CD . PRP$ JJ NN IN NNP VBD $ NNP . CD JJ NN NN VBZ CD CD NNS . : NNP NNP NNP NNP
386,"NNP NNP NNP NNP NNP VBZ NNP MD CD . NNP NNP DT NNP NNP NNP NN IN DT NNP NNP NNP VBD IN NNP NNP NNP NNP NNP NNP VBD TO CD TO VB DT NN NNP IN DT NN IN DT JJ JJ NN . NNP IN NNP NNP NNP VBD DT NN IN DT NNP IN DT NNP VBD DT JJ NN TO VB DT NNP NNP IN DT JJ NN WDT -NONE- VB NN IN NNP JJ NN . NNP PRP VBP DT NN CC CD NN . DT NNP NNP , NNP NNP NNP NNP NNP POS NNP NNP IN NNP . NNP PRP VBZ RB NNP . NNP NNP VBZ TO VB . IN PRP VBZ RB VB , DT NNP NN VBZ VBN TO VB PRP . NNP NNP POS NN NN IN DT NNP IN NN IN NNP VBD VBN TO CD IN DT NN VBD PRP$ NNP NNP CC NNP NNP NN IN DT JJ NN CC VBN PRP MD RB VB RP IN DT NN IN DT JJ NNP . NNP VBN IN NNP PRP VBD VBN TO CD CC VBD PRP$ NN IN DT JJ NN VBD IN -NONE- IN DT IN JJ NNP NNP NNP . NNP VBD NNP IN NNP PRP MD VB PRP$ NNS NNP IN NNP NN . PRP$ NN VBD VBN IN DT JJ NN IN NNP CC NNP NNP NNP NNP , NNP NNP NNP . NNP NNP NNP NNP NNP VBD DT NNP IN IN NNP VBD , JJ NNS MD VB IN PRP ."
387,"NNP NNP NNP NN IN NNP NNP NN . NNP VBZ DT NNP NN IN NNP NNP DT JJ NN IN NNP IN DT NNP NNP NN IN DT NNP NN VBD DT NN IN DT VBG NN TO VB NNP . DT NN VBD NNP NNP NNP NNP MD VB VBN , IN PRP RB VBD DT NN PRP VBD VBN RP DT JJ NN IN NNP NN , RB IN PRP RB VBD NNS POS IN NN IN PRP . NNP NN PRP VBP VBN IN DT NNP NNP IN NNP CC DT JJ NN IN NNP CC NNP NNP IN PRP$ NNP NNP , NNP NNP NNP NNP NNP NNP NNP VBD . CC DT NN VBD IN NNS RB IN DT JJ NN , NN IN NNP , NNP DT JJ NN TO VB PRP . NNS VBP IN IN EX VBD JJ NN IN JJ NNS IN DT JJ NNP VBD RB DT NN NN MD VB JJ TO JJ NN CC MD VB DT JJ NN NNP . NNP , PRP NN DT JJ NN . DT NN IN JJ NNP NNP NNP NNP VBD DT NN IN DT JJ NN NN , JJ NN NNP NNP NNP , VBD DT NN POS NN TO NNP DT NN . DT NN VBZ JJ IN NNP JJ NN . CD NNP NNP VBZ VBN VBN DT NN IN JJ NN IN DT VBN NN IN CD CC VBD NNP . -NONE- VBP NNP NNS . DT NN VBD NNS IN NNP DT NNS VBD VBN JJ NN NN TO JJ NNP NNP TO NNP NN IN NNS ."
388,"NNP NNP NNP RB NNP NN . WRB VBZ DT NNP NN WP -NONE- TO DT NNP NNP CC VBD DT JJ NN VBD NNP TO CD NNS NN IN NNP . NNP NNP , NNP , CC DT NNP VBD VBN TO VB DT NN , VBG RB IN NN , IN DT NN TO VB PRP IN PRP$ NN IN DT JJ NN IN DT NN , DT NNP NNP NNP NNP NNP VBD VBN . CC IN NNP NNP NNP NNP , VBD VBN CC VBD IN NNP DT NN IN DT NN IN PRP$ NNP NN . VBP DT NN IN PDT DT NN VBZ IN DT NNP VBD VBN TO DT JJ NNP , NNP NNP NNP NNP VBD . IN NNP NNP , WP -NONE- JJ , VBN VBD IN NN PRP$ NNP NNP NNP NNP JJ NN , WDT VBD PRP IN DT JJS CD NN IN DT NN . NNP VBD NNP VBD NNP RB RB DT NN IN DT JJ NN , CC PRP$ NN VBD VBN IN IN NNS IN DT RB NNP -NONE- IN DT NN IN DT NNP CC PRP$ NNP NNP . DT NNP NNP VBD JJR JJ TO CD NNS IN NN ."
389,"NNP NNP POS NNP VBZ NNP TO VB NNP RB IN NNP . NNP NNP NNP NNP NNP NNP NNP NNP , VBG IN NNP NNS IN DT NNP NNP NNP NNP NNP IN JJ NN , VBD NNP CC NNP NNP MD VB RB IN NNP . NNP VBD PRP VBD DT NN TO VB VBN IN NNP ."
390,"NNP NNP POS NNP NNP NNP , NN NNS IN JJ NNP . NNP NNP NNP NNP NNP NNP NNP NNP IN NNP VBD NNP NNS IN DT NNP CC NNP NNS VBD IN DT JJ NN IN NNP . NNP VBD DT NN IN NNP NNP CC NNP CD TO CD CD NNS NNP TO NNP NN NNP NNP . PRP VBD NNP PRP VBD VBN TO -NONE- TO PRP$ IN PRP VBD JJ JJ IN NNP . NNP VBD DT NNS IN NNP CC NNP VBD VBN NNP IN DT JJ NN IN NN , CC DT POS JJ NN ."
391,"NNP NNP DT NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP VBZ RB JJ IN PRP$ JJR NNP NN , DT NN IN NNP IN NNPS NNP NNP NNP VBD IN NNP . NNP NNP VBD IN PRP VBD VBN NN IN NNP NNP NNP NNP , DT NN VBZ PRP$ NN IN NN IN DT NNP IN NNS IN DT NNP NN IN NNP IN DT NNP NN NN , VBZ PRP$ NN VBD IN DT NN . NNP VBD VBG JJ NNP IN DT NNP , PRP$ NN VBD . NNP , CD , VBD IN NNP IN PRP VBD TO VB IN NNP TO VB RP DT NN IN NNP POS JJ NN IN DT NNP NNS NNPS IN NNP NNP . PRP VBD DT JJ NN IN DT NNP JJ NN NN IN NNP JJ NN CC VBZ VBN NNS IN NNP NNP NNP NNP NNP NNP . NNP , DT JJ NN IN NNP NNP NN , VBZ VBN NN NN IN NNP IN CD . PRP VBD JJ JJ NN TO DT NN CC JJ NNS NN IN CD TO CD CC VBD JJ -NONE- TO RB NNP NNP NNP IN CD . PRP$ JJ NNS VBP JJ NN IN DT NNP NNP NNP IN NNP NNP NNP IN CD TO CD . : NNP NNP NNP NNP"
392,"NNP NNP NNS NNP IN IN NN RB . NNP NNP DT NN IN NNP NNS IN NNP NNP IN IN DT NNP NNP IN NNP NNP NNP NNP IN DT NNP NNP IN NNP CC VBD IN DT NNP IN NNP IN CD NNP NNP CD CD NNP RB , NNP VBD . DT NNP MD RB VB JJ NNS IN DT VBG NN IN DT NNP CC DT JJ NNS RB RB IN NNP CC NNP , NNS IN DT NNP CC DT NNP VBD NNP NNS IN WP PRP VBD JJ NN IN NN IN DT NN IN DT IN PRP$ NNS CC NN NNS IN NNP . DT NNS NN IN NN IN NNP IN JJ CD IN DT NN NNS VBG NNP VBZ IN NNS IN DT NNP NNP NNP NNP IN NNP . PRP VBD JJ VBN . IN NNP , DT NNS VBD VBD IN PRP VBD RB VBN IN DT NN NN NNP CC NNP NNP NNP POS NNP NNP NNP NN IN PRP$ NNS . PRP VBD PRP VBD TO VB JJ NNS IN NNP NNP CC NNP IN NNS IN DT NN IN NNP WP -NONE- VBZ DT NNS IN DT NNP NNP VB NN IN NNS ."
393,NNP NNP NNP NNP NNP CC NNS IN NNP NNP . NNP NNP DT NNP NNP NNP NNP NNP NNP IN NNP NNS IN NNP NNP IN NNP NNP : NNP NNP IN NN NN NN NNP NNP NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC CD NNP CD NNP : NNP NNP NNP NNP NNP NNP
394,"NNP NNP NN RB NNP IN NN NN . NNP VBZ DT NNP NN IN DT NNP NNP NNP IN NNP NNP CC RB CD IN NN NNS IN PRP$ NN POS NN IN NNP NN IN NNS IN DT JJ NN , DT NNP NNP NNP NN VBD IN NNP . DT NN VBD DT NN VBD VBN TO NNP CC VBD TO VB VBG NNP NN NNP . PRP VBD CD IN DT NNS IN DT NN , VBG DT NN POS NN , RB VBD PRP MD VB RP NN ."
395,"NNP NNP NNP VBD JJ RP IN NN NNP . NNP NNP DT CD VBD IN DT NNP NN IN VBN IN NNS NNS IN NNP POS NN NN NNS , NNS VBD . DT NN VBD IN NNP , RB RB IN DT NN IN NNP . PRP VBD IN NNP CC NNP . NNP DT NN IN IN $ CD CD IN NNP NNP VBD DT NN IN JJR IN DT NN , CC NNP POS NN NNS VBD PRP RB , NNP VBD DT NNP NN NNP . NNS VBD DT NNP NNP NN POS NN IN DT NNP NN MD VB TO VB DT NN IN DT NN NNP VBD JJ NN ."
396,"NNP JJ NNS TO VB IN NNP POS JJ NNP . NNP NNP NNP POS NNP NN IN NNP IN DT NNP NNP IN NNP MD VB PRP$ NNP TO JJ NN , DT NNP NN NN VBD IN NNP . DT NNP NN VBD RP IN DT NNP NNP POS NN NN , DT NNP NNP NNP IN NNP , DT NNP NN IN NNP CC JJ NNS VBD VBN DT JJ NN TO VB JJ NN , NNP VBD . NNP DT NN VBZ VBN TO VB DT NN IN DT NN TO DT JJ NN IN NNP CC NNP NNP IN DT NN , NNP DT NN VBD CC VBD RB JJ NNS . NNP VBZ RB VBN IN PRP$ NNP CC NNP NNP CC VBZ CD IN NNP POS JJS NNP NNP NNP ."
397,"NNP NNP VBZ NNP NNP NNP IN NNP NNP . NNP NNP NNP POS NNP NNP NNP VBZ RB VBN PRP$ NN IN DT NN VBZ VBG JJ , IN RB JJ JJ JJ NN NNS VBD IN NNP , NNP NN NN NNP NNP VBD NNS IN NNP . PRP VBD DT NNP NN VBD NN CC IN DT VBD DT NN IN NNP CC NNP CC VBD RB VB IN NN RBR JJ NNS . WRB VBD IN DT NN IN DT JJ NN NN IN NNP , NNP VBD DT NN MD VB RP IN DT JJ NN IN DT JJ NN JJ TO DT VBN NN NN NN , CC WDT MD VB RB -NONE- . DT NN NN MD VB VBN TO CD NN IN CD NN IN NNP CD ."
398,"NNP NNP NNP NNP NN NN . NNP NNP NN TO NNP CD , CD NNP IN NNS IN NN IN NNP NNP NNP NNP NNP NNP NNP NN CD NNS NNP NNP JJ NNP NNP NNP NNP NNP NNP NNP CD NNP NN NNP NNP NNP CD CD CD NN NNP NNP NNP NNP VBZ DT NN NN IN NNP ."
399,"NNP NNP , NNP VBD TO VB NNP NNP . NNP NNP NNP NNP NNP POS NNP NNP NNP CC NNP NNP NNP VBP TO VB NNS TO VB RP DT NN NN TO VB DT JJ NNP NN VBP IN NNP , NNS JJ TO DT NNS VBD IN NNP . VBP DT NNS MD VB VBN DT IN NNP CC IN NNP , NNP CD NN , NNP IN NN IN NNP , VBD NNP . DT NN VBD JJS IN DT JJ NNS IN DT NNP CC NNP VBD VBN TO NNP , CC VBD TO VB IN EX VBD VBN DT NN IN PRP$ NNS . DT NNS VBD NNP CC NNP VBD RB VB NNS IN NNP IN NNS CC NNP NNP NNP NNP VBD , WP VBZ VBZ DT NNS IN DT VBN VBG IN NNP NNP . DT JJ NN RB VBD NNP VBD IN NNP CD TO VB TO DT NNP NNP CC NNP NNP DT NNP NN IN DT JJ NN IN DT NNP NN , VBD TO VB CD CD NNS IN NN . DT NNP NNS IN DT NN TO DT JJ CC NNP IN DT JJ NN VBP VBN VBN IN NNP TO VB CD CD NNS IN NN . NNP NNP VBZ VBN TO VB DT NNP NN IN NNP CD CC VB PRP TO DT NN IN DT NNP CD NN , NNP DT NN VBD . PRP VBD NNP MD RB RB VB DT NN IN DT NNP NN TO VB NN TO VB NNP POS JJ NN , WDT -NONE- VB RP TO CD NNS . DT NN VBD TO VB IN EX VBD VBN DT NN IN DT NNS IN NNP CC NNP . NNP DT VBZ DT JJ NN : PRP VBP RB VBG NN , CC NNP VBZ VBN NNS TO VB TO , NNP DT NN VBD . NNP IN EX VBZ VBN DT NN IN NN IN DT NNS , EX VBP RB NNS JJ IN NNS CC NNS WDT -NONE- TO VB VBN RP , NNP PRP VBD . DT NN VBD DT JJ NN VBD VBN VBN IN DT NNP CC NNP NNP IN NNP CC NNP TO VB DT NN . DT NNP VBD VBN DT NNS IN NNP CD TO VB DT NN NN , CC VBD -NONE- TO VB DT JJ NN NN CC NNP VBD NN TO VB DT NN . VBP IN RB IN PRP VBP NNP , EX VBZ VBN DT JJ NN , NNP DT NN VBD . DT NNP POS NNP VBD IN NNP IN DT NNP CC NNP VBD VBN VBN TO DT NN NN VBZ DT NN VBZ IN DT NNP NN NN . DT NN RB VBZ CD NN IN DT NN . NNP VBD DT NN VBD RB TO VB DT JJ NN IN DT NNS . PRP VBD VBD JJR IN IN DT CD NNS VBD TO VB DT NN NN , DT NN MD RB JJ NNS TO NNP NN IN DT NNP NNP . NNP VBZ DT NN NN IN NNP NNP NNP IN DT NNP NN NNPS IN NNP NNP POS NNP NNP , NNP NNP , IN WDT NNP MD VB $ CD CD IN CD NNS NNS DT CD NN NN NNP POS NNP NNPS . NNP VBZ VBN RP IN DT NN NN IN DT NNP NN IN NNP POS NNP NNP , NNP NNP NNP , IN WP NNP VBD VBD VBD DT NN NN TO VB PRP IN DT JJ NN NN NN NNP ."
400,"NNP NNP NNP VBN NNS NN . NNP NNP NNP NNP NNP NNP VBD IN NNP IN PRP VBD VBN CD JJ NNS IN PRP$ NN VBN -NONE- IN DT JJ CD NNS IN PRP$ NN . NNP VBD DT NNP NNP NNP , NNP NNP NN NNP , IN NNP CD IN DT JJ NNS NN IN CD NNS . DT NN IN JJR NNP NN CC NN CC NNP NNP JJ IN NN IN DT NNS ."
401,"NNP VBP DT VBZ JJ NN IN NNP NNP . NNP NNP NNP NNP NNP POS JJ NN TO NNP DT NNP NNP NNP NNP NNP NNP POS NNP NNP NN VBD PRP$ NNP TO VB DT JJ NN IN NN IN JJ NN , DT NNP IN PRP$ NN , NNS VBD . NNP IN CD IN DT NN POS JJS NNP VBN NNS , NNP VBZ DT VBN JJ NN IN DT NNP , NNP VBD NNP NNP , NN IN NNP NNP NNP . NNP VBZ CD TO NN JJR IN JJS IN CD JJ NN NNP IN NN VBZ DT NNP IN PRP$ NN , CD IN RB CD NNS PRP$ NN JJ NN . NNP DT NNP VBD NNP NN CD NNS IN IN PRP$ NN TO VB DT NN , VBD TO VB CD NNS IN NNP NNS IN NNP CD TO CD . IN DT NN DT NNS VBN TO NN IN NNP POS NNP IN DT NNP NNP IN NNP , NNP NNP NNP NNP NNP VBD VBD DT NN MD TO VB VBN WRB DT NNP VBD VBG TO VB VBN . WDT MD VB VBN NNP . CC NNP VBD DT NN IN JJ NNP NNS . NNP NNP NNP , JJ NNS IN DT NNP IN NN NNP NNP NNP NNP , VBD NNP POS NNP IN DT NNP NNP VBZ DT JJ NN IN NNP IN DT NNP , NNP PRP$ NN TO JJ NN CC PRP$ NN NNS IN DT NN . VBP EX VBZ DT JJ NN NNP MD VB , CC NNP RBR NNP EX VBZ DT JJ JJ NN IN NNP RBR JJ JJ NN CC DT JJ NN NN , VBD NNP NNP NNP , NN IN NN NN IN DT NNP NNP IN NNP . IN DT NNP NN , NN NNP MD VB DT NN IN DT NNP CC DT NN IN DT NNP NNP JJ NN NNS IN PRP$ NN DT JJ NN IN NNP CC NNP NNP NNP NNP . IN NNP , DT NNP VBD NNP IN PRP$ JJ NN NNS CC DT JJ NNP CC JJ NN NNS VBD IN NNP TO VB RP DT NN IN PRP$ NNS NN . NNP VBD DT NN WDT NNP VBD TO NN IN NNP TO VB DT NN MD VB VBN IN DT NNS . VBZ EX VBZ RB IN DT NN IN DT NN , NNP IN DT NN NN IN DT NN CC VBG NNS VBZ VBN VBN IN DT NN IN NNP NNP NNP IN NNP NNS , PRP VBD . NNP VBD NNP DT NN VBD NN IN NNP , NNP RB , DT VBZ RB VBN IN DT NN NN MD RB RB VB TO DT JJ NN CC NN VBZ TO DT NN . VBP IN DT JJ NN IN NN , DT NN MD VB JJ IN NNP POS NNP NN , NNP VBD . DT JJ NN IN NNP POS NNS MD VB VBN TO VB DT NN MD VB IN DT NN CC DT NN NN NN MD RB RB VB RB -NONE- IN DT IN DT NNS , NNP NNP VBD . NNP CC DT JJR JJ NN MD VB IN DT NN IN NNS VBP JJ IN NNP IN DT JJ NN . NNP NNP VBD DT JJ NNS DT NNP NN MD VB IN DT NNP NN : RB IN DT JJ NN JJ IN NNP CD : MD VBZ IN WRB JJ PRP VBD IN NNP PRP$ JJ NN . NNP IN EX VBP DT NNS IN NNP NN , RB NNP POS NN CC DT NN MD VB , NNP PRP VBD . NNP CC PRP VBP RB VB PRP MD VB VBN TO VB IN DT JJ NN IN DT . PRP VBP JJ NNS MD VB JJ NN TO DT DT JJ NNS WDT MD VB VBN . NNP"
